framework,scale,num_requests,total_output_tokens,duration_s,req_per_s,tok_per_s,avg_e2e_s,p50_e2e_s,p90_e2e_s
sglang.cpp,1.0,128.0,18229.0,4.9152163453400135,26.041580066227077,3708.687211150417,1.8451853862061398,1.9928413648158312,2.990585073828697
mini-sglang,1.0,128.0,18229.0,4.662623884156346,27.452353691865557,3909.601214445447,1.583194904596894,1.7169813215732574,2.612781697884202
