framework,scale,num_requests,total_output_tokens,duration_s,req_per_s,tok_per_s,avg_e2e_s,p50_e2e_s,p90_e2e_s
sglang.cpp,1.0,128.0,18229.0,5.049563428387046,25.348726046379486,3610.015055464466,1.9360357197001576,2.0973583199083805,3.102360287681222
mini-sglang,1.0,128.0,18229.0,4.792391670867801,26.70900226667448,3803.7375181188213,1.6730546295875683,1.8138301838189363,2.7234117425978184
