PID,TID,DevId,Count,QCount,TAvg (ns),TMed (ns),TMin (ns),TMax (ns),TStdDev (ns),AAvg (ns),AMed (ns),AMin (ns),AMax (ns),AStdDev (ns),QAvg (ns),QMed (ns),QMin (ns),QMax (ns),QStdDev (ns),KAvg (ns),KMed (ns),KMin (ns),KMax (ns),KStdDev (ns),API Name,Kernel Name
53956,54076,0,8484,8484,1522222.0,1511105.5,6166,5560015,1045569.0,3537.0,3434.0,2920,24256,530.6,1515175.9,1504331.0,1074,5548370,1044632.5,3509.0,3296.0,1567,13472,1519.1,cudaLaunchKernel,"void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 12)]::operator ()() const::[lambda(c10::BFloat16) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
53956,54076,0,2828,2828,1520252.2,1503596.0,6141,5613111,1054055.2,3459.6,3373.5,2918,10260,406.7,1513692.6,1497408.0,787,5601635,1053305.1,3100.0,3008.0,1759,8415,1048.9,cudaLaunchKernel,"void sglang::<unnamed>::store_kv_cache_kernel<__nv_bfloat16, int>(T1 *, T1 *, const T1 *, const T1 *, const T2 *, long, long)"
53956,54076,0,5757,5757,1492743.0,1488452.0,5957,5587823,1058919.0,3245.7,3147.0,2643,15984,503.1,1483435.7,1479768.0,745,5571850,1056875.4,6061.5,5504.0,1504,25632,3155.9,cudaLaunchKernel,"void flashinfer::norm::RMSNormKernel<(unsigned int)8, __nv_bfloat16>(T2 *, T2 *, T2 *, unsigned int, float, float)"
53956,54076,0,2828,2828,1491023.3,1617656.0,17173,5174073,967518.0,3477.8,3369.0,2901,22374,626.6,1482266.2,1609885.5,11601,5158371,965017.7,5279.3,4352.0,1440,38111,4815.1,cudaLaunchKernel,"void flashinfer::activation::act_and_mul_kernel<__nv_bfloat16, &sglang::d_silu>(T1 *, const T1 *, int)"
53956,54076,0,5656,5656,1464130.4,1533454.0,6375,5340851,959933.3,3439.6,3332.5,2878,30987,652.5,1457633.3,1527278.5,1071,5320468,958839.4,3057.4,2656.0,1535,19583,1788.8,cudaLaunchKernel,"void flashinfer::norm::FusedAddRMSNormKernel<(unsigned int)8, __nv_bfloat16>(T2 *, T2 *, T2 *, unsigned int, float, float)"
53956,54076,0,2800,2797,1383903.4,1512105.0,11699,4724390,901551.4,4005.4,3879.0,3365,47311,1000.2,1321161.5,1445168.0,172,4581526,874849.5,60152.4,61310.5,7168,153564,34540.7,cudaLaunchKernel,"void flashinfer::BatchPrefillWithPagedKVCacheKernel<(flashinfer::MaskMode)1, (flashinfer::PosEncodingMode)0, (unsigned int)2, (unsigned int)8, (unsigned int)2, (unsigned int)4, (unsigned int)1, float, flashinfer::ComposedAttention<flashinfer::BatchPrefillPagedParams<__nv_bfloat16, __nv_bfloat16, __nv_bfloat16, int>, (unsigned int)2>>(flashinfer::uint_fastdiv, T9::ParamsT)"
53956,54076,0,280,279,1182072.3,1422525.0,81972,1491514,425558.3,3339.4,3235.0,2826,10619,546.1,1122861.5,1341707.0,15808,1446659,422037.4,59894.8,59902.5,41247,79006,18393.3,cudaLaunchKernel,ampere_bf16_s1688gemm_bf16_128x64_sliced1x2_ldg8_f2f_tn
53956,54076,0,924,921,1062153.5,1081512.0,57151,3879744,731806.1,3446.1,3313.0,2775,21612,802.0,1006961.6,1027158.0,117,3728347,721262.4,55019.1,52094.0,51710,148540,16450.7,cudaLaunchKernel,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_32x3_tn
53956,54076,0,1120,1119,875041.0,995633.5,21066,2580698,585829.5,3592.5,3439.5,2895,51017,1722.9,840994.3,965367.0,396,2499682,579343.2,31207.3,26943.0,16192,78814,11546.1,cudaLaunchKernel,ampere_bf16_s16816gemm_bf16_128x64_ldg8_f2f_stages_32x6_tn
53956,54076,0,202,200,861283.2,8617.5,6270,5302859,1086284.6,5079.5,4843.0,3868,41466,2799.4,863149.6,1157.0,103,5296546,1089050.4,1617.4,1440.0,1248,2208,259.4,cudaLaunchKernel,"void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(long) (instance 1)], std::array<char *, (unsigned long)2>, (int)4, TrivialOffsetCalculator<(int)1, unsigned int>, TrivialOffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithCast<(int)1>, at::native::memory::StoreWithCast<(int)1>>(int, T1, T2, T4, T5, T6, T7)"
