framework,scale,num_requests,total_output_tokens,duration_s,req_per_s,tok_per_s,avg_e2e_s,p50_e2e_s,p90_e2e_s
sglang.cpp,1.0,128.0,18229.0,4.926175577566028,25.98364552471828,3700.436517735074,1.8551271873584483,1.9881867617368698,3.0039951037615538
mini-sglang,1.0,128.0,18229.0,4.78868473879993,26.72967776786189,3806.6820002371437,1.6754314634017646,1.8477598372846842,2.7115426920354366
