framework,scale,num_requests,total_output_tokens,duration_s,req_per_s,tok_per_s,avg_e2e_s,p50_e2e_s,p90_e2e_s
sglang.cpp,1.0,128.0,18229.0,4.859807558357716,26.338491486122816,3750.9715726604127,1.8121388342551654,1.9717360027134418,2.953688506036997
mini-sglang,1.0,128.0,18229.0,4.804270012304187,26.64296546034673,3794.3329482551603,1.6884677970811026,1.8237260673195124,2.735130874440074
