framework,scale,num_requests,total_output_tokens,duration_s,req_per_s,tok_per_s,avg_e2e_s,p50_e2e_s,p90_e2e_s
sglang.cpp,1.0,128.0,18229.0,4.80595987290144,26.633597321886132,3792.9987935989243,1.7737520981027046,1.9203953295946121,2.908601125702262
mini-sglang,1.0,128.0,18229.0,4.7854049652814865,26.747997490003605,3809.290986291217,1.6645282330719056,1.8039256669580936,2.7168555725365877
