framework,scale,num_requests,total_output_tokens,duration_s,req_per_s,tok_per_s,avg_e2e_s,p50_e2e_s,p90_e2e_s
sglang.cpp,1.0,128.0,18229.0,4.88023442402482,26.228248251737877,3735.2713857885137,1.8230386607028777,1.9636095724999905,2.9714676421135664
mini-sglang,1.0,128.0,18229.0,4.80125000141561,26.65972402234006,3796.719603150289,1.6887997743033338,1.8257891554385424,2.728766445070505
