scale,avg_e2e_s_mini-sglang,avg_e2e_s_sglang.cpp,p90_e2e_s_mini-sglang,p90_e2e_s_sglang.cpp,req_per_s_mini-sglang,req_per_s_sglang.cpp,tok_per_s_mini-sglang,tok_per_s_sglang.cpp,req_ratio_sglang_over_mini,tok_ratio_sglang_over_mini,avg_e2e_ratio_sglang_over_mini,p90_e2e_ratio_sglang_over_mini
0.4,3.7053633090181393,3.826320757405483,5.745035262778401,5.851271377876401,31.571418639160793,31.291899475063914,4337.86359067907,4299.4580942808525,0.9911464490306379,0.991146449030638,1.0326438835546725,1.018491812537043
0.8,2.8378584643505746,2.9843168537627207,4.236015612259507,4.384103344753385,30.57154203558635,30.303583777502627,4200.482107655134,4163.6650616792085,0.9912350427802493,0.9912350427802492,1.0516087716325424,1.0349592036595179
1.0,2.406287742211134,2.541120416142803,3.5314898286014795,3.84769987128675,30.018771590655053,29.784500791323367,4124.532312225394,4092.3438704453442,0.9921958565618116,0.9921958565618116,1.056033479108268,1.089540125565219
