PID,TID,DevId,Count,QCount,TAvg (ns),TMed (ns),TMin (ns),TMax (ns),TStdDev (ns),AAvg (ns),AMed (ns),AMin (ns),AMax (ns),AStdDev (ns),QAvg (ns),QMed (ns),QMin (ns),QMax (ns),QStdDev (ns),KAvg (ns),KMed (ns),KMin (ns),KMax (ns),KStdDev (ns),API Name,Kernel Name
43468,43588,0,7980,7977,1602386.7,1695783.5,6213,5548341,1064750.9,3523.9,3438.0,2948,38956,682.2,1595831.0,1689479.0,950,5536491,1063553.2,3631.9,3360.0,1631,13632,1570.4,cudaLaunchKernel,"void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 12)]::operator ()() const::[lambda(c10::BFloat16) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
43468,43588,0,2660,2656,1600796.6,1691244.5,6157,5602618,1074185.7,3546.8,3460.0,3032,12485,556.8,1596443.2,1685637.5,799,5590496,1072414.6,3209.9,3168.0,1760,8768,1092.0,cudaLaunchKernel,"void sglang::<unnamed>::store_kv_cache_kernel<__nv_bfloat16, int>(T1 *, T1 *, const T1 *, const T1 *, const T2 *, long, long)"
43468,43588,0,5415,5408,1571653.5,1681652.0,6097,5575083,1080022.5,3228.3,3141.0,2666,13812,533.7,1564116.0,1673539.0,93,5559157,1077178.5,6332.3,5600.0,1760,25887,3256.3,cudaLaunchKernel,"void flashinfer::norm::RMSNormKernel<(unsigned int)8, __nv_bfloat16>(T2 *, T2 *, T2 *, unsigned int, float, float)"
43468,43588,0,2660,2660,1567224.7,1633970.5,23862,5160332,981746.4,3474.7,3383.0,2974,15267,603.1,1557883.9,1626346.0,17580,5144385,978895.4,5866.1,4879.5,2016,38175,5893.6,cudaLaunchKernel,"void flashinfer::activation::act_and_mul_kernel<__nv_bfloat16, &sglang::d_silu>(T1 *, const T1 *, int)"
43468,43588,0,5320,5320,1538720.7,1648076.0,6723,5328518,974436.1,3359.3,3268.5,2793,18506,623.0,1532190.1,1641931.5,1359,5306721,973305.8,3171.4,2848.0,1728,19744,1838.0,cudaLaunchKernel,"void flashinfer::norm::FusedAddRMSNormKernel<(unsigned int)8, __nv_bfloat16>(T2 *, T2 *, T2 *, unsigned int, float, float)"
43468,43588,0,2660,2656,1437854.3,1518956.5,15161,4712104,920478.2,3829.7,3682.0,3215,53704,1460.0,1373791.8,1455905.0,328,4571752,894314.7,62300.2,72319.0,10656,153661,34122.9,cudaLaunchKernel,"void flashinfer::BatchPrefillWithPagedKVCacheKernel<(flashinfer::MaskMode)1, (flashinfer::PosEncodingMode)0, (unsigned int)2, (unsigned int)8, (unsigned int)2, (unsigned int)4, (unsigned int)1, float, flashinfer::ComposedAttention<flashinfer::BatchPrefillPagedParams<__nv_bfloat16, __nv_bfloat16, __nv_bfloat16, int>, (unsigned int)2>>(flashinfer::uint_fastdiv, T9::ParamsT)"
43468,43588,0,196,195,1184022.4,1421833.5,85518,1489980,422523.1,3298.9,3234.0,2883,7033,428.0,1124152.5,1342656.0,18087,1445625,417342.7,62309.9,77759.0,41151,79903,18169.1,cudaLaunchKernel,ampere_bf16_s1688gemm_bf16_128x64_sliced1x2_ldg8_f2f_tn
43468,43588,0,756,755,970963.8,1023263.0,56943,3891530,770533.2,3392.9,3320.0,2865,12352,505.7,913282.4,968809.0,114,3740382,758855.6,55496.5,51935.0,51423,148382,18138.1,cudaLaunchKernel,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_32x3_tn
43468,43588,0,190,187,915094.8,8509.0,6341,5273791,1126654.1,4843.1,4739.0,3871,20132,1591.5,923227.2,1063.0,226,5267612,1130381.9,1624.6,1440.0,1248,2176,260.2,cudaLaunchKernel,"void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(long) (instance 1)], std::array<char *, (unsigned long)2>, (int)4, TrivialOffsetCalculator<(int)1, unsigned int>, TrivialOffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithCast<(int)1>, at::native::memory::StoreWithCast<(int)1>>(int, T1, T2, T4, T5, T6, T7)"
43468,43588,0,924,923,859663.0,986907.0,20958,2572863,609241.1,3479.5,3422.5,2837,10213,436.4,825941.6,956974.0,109,2491136,601982.4,31136.5,26879.0,16287,78495,11719.6,cudaLaunchKernel,ampere_bf16_s16816gemm_bf16_128x64_ldg8_f2f_stages_32x6_tn
43468,43588,0,588,588,781120.5,715565.5,14728,1831755,605234.7,3455.1,3384.5,2989,9239,446.6,774720.5,709608.5,8334,1824264,604742.5,2944.9,2720.0,1439,4512,753.5,cudaLaunchKernel,"void cublasLt::splitKreduce_kernel<(int)32, (int)16, int, __nv_bfloat16, __nv_bfloat16, float, __nv_bfloat16, (bool)0, __nv_bfloat16, __nv_bfloat16, __nv_bfloat16, (bool)1, (bool)0, (bool)0>(cublasLt::cublasSplitKParams<T6>, const T4 *, const T10 *, T9 *, T5 *, const T6 *, const T6 *, const T11 *, const T4 *, T11 *, void *, long, T6 *, int *, T6 *, T6 *, const T6 *, const T6 *, const T6 *, const T6 *, const T6 *)"
43468,43588,0,840,840,655849.1,641860.5,18047,1892561,523038.8,3391.9,3354.5,2997,7067,290.6,634232.6,621927.0,6333,1864777,518714.5,18224.6,17872.0,6976,28288,6045.7,cudaLaunchKernel,"void flashinfer::PersistentVariableLengthMergeStatesKernel<(unsigned int)8, (unsigned int)16, (unsigned int)8, (unsigned int)4, __nv_bfloat16, __nv_bfloat16, int>(T5 *, float *, T7 *, T6 *, float *, unsigned int, unsigned int *, unsigned int)"
43468,43588,0,5,5,571301.2,6863.0,6383,2807456,1250087.1,4959.6,5040.0,4317,5373,423.5,565522.4,790.0,594,2802275,1250420.7,819.2,800.0,768,896,58.1,cudaLaunchKernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<int>, std::array<char *, (unsigned long)1>>(int, T2, T3)"
43468,43588,0,420,420,562800.0,452566.5,33292,1098794,395174.0,3299.9,3244.0,2880,9184,418.6,532944.0,424657.5,716,1067463,394122.4,26556.2,27903.0,22175,30400,2537.0,cuLaunchKernel,void cutlass::Kernel2<cutlass_80_tensorop_bf16_s16816gemm_relu_bf16_128x128_32x4_tn_align8>(T1::Params)
43468,43588,0,168,167,150639.9,130749.5,21724,409233,116920.2,3381.5,3296.0,2838,10919,682.9,131260.1,112311.0,14,389438,117036.9,16811.0,16704.0,16479,17759,257.9,cudaLaunchKernel,ampere_bf16_s16816gemm_bf16_128x64_ldg8_f2f_stages_64x4_tn
43468,43588,0,133,128,89359.6,7908.0,6010,10810967,936730.3,5923.9,5630.0,3642,41485,3614.9,85162.5,749.0,52,10799955,954520.1,1504.7,1632.0,1023,2112,234.6,cudaLaunchKernel,"void at::native::<unnamed>::CatArrayBatchedCopy_alignedK_contig<at::native::<unnamed>::OpaqueType<(unsigned int)4>, unsigned int, (int)1, (int)128, (int)1, (int)16>(T1 *, at::native::<unnamed>::CatArrInputTensorMetadata<T1, T2, T4, T5>, at::native::<unnamed>::TensorSizeStride<T2, (unsigned int)4>, int, T2)"
43468,43588,0,28,28,29670.3,29783.5,26629,30572,719.7,3469.8,3137.5,2801,12460,1767.8,12196.1,12736.5,377,13387,2361.4,14004.4,13951.5,13567,15104,332.6,cuLaunchKernel,void cutlass::Kernel2<cutlass_80_tensorop_bf16_s16816gemm_relu_bf16_128x64_32x6_tn_align8>(T1::Params)
43468,43588,0,280,278,25643.9,22074.0,14556,42067,9306.3,3409.4,3311.5,2883,13852,753.8,7780.6,3978.5,107,17857,6209.2,14542.0,14240.0,10335,21119,3631.1,cudaLaunchKernel,ampere_bf16_s16816gemm_bf16_64x64_ldg8_f2f_stages_64x5_tn
43468,43588,0,19,17,20973.6,8117.0,6342,252938,56176.4,18786.9,5964.0,3987,252938,56707.5,495.3,490.0,2,1235,393.2,1834.1,1984.0,1120,2272,342.3,cudaLaunchKernel,"void at::native::<unnamed>::CatArrayBatchedCopy_contig<at::native::<unnamed>::OpaqueType<(unsigned int)4>, unsigned int, (int)1, (int)128, (int)1>(T1 *, at::native::<unnamed>::CatArrInputTensorMetadata<T1, T2, T4, T5>, at::native::<unnamed>::TensorSizeStride<T2, (unsigned int)4>, int, T2)"
43468,43588,0,28,28,19027.2,19027.5,18344,19603,295.1,3458.1,3437.0,3118,4662,272.3,1241.3,1263.5,226,1400,211.5,14327.8,14368.0,13567,14816,271.6,cuLaunchKernel,void cutlass::Kernel2<cutlass_80_wmma_tensorop_bf16_s161616gemm_bf16_32x32_128x2_tn_align8>(T1::Params)
43468,43588,0,95,93,7484.7,7379.0,6369,14559,987.5,4599.3,4380.0,3930,13467,1159.1,975.7,990.0,391,1241,143.5,1958.0,1920.0,1280,3936,462.9,cudaLaunchKernel,"void at::native::vectorized_gather_kernel<(int)16, long>(char *, char *, T2 *, int, long, long, long, long, bool)"
