framework,scale,num_requests,total_output_tokens,duration_s,req_per_s,tok_per_s,avg_e2e_s,p50_e2e_s,p90_e2e_s
sglang.cpp,1.0,128.0,18229.0,4.881678361445665,26.22049027459768,3734.166540747196,1.817011915234616,1.9724789932370186,2.9620969966053963
mini-sglang,1.0,128.0,18229.0,4.667008155956864,27.42656445470824,3905.928464413098,1.5872688962117536,1.725812816992402,2.619313593953848
